gene,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
Pdcd2l,325.1403167,0.099331964,0.149548795,0.664211062,0.506555234,0.753574825
Sdc3,8155.634431,-0.048120884,0.072427249,-0.664403038,0.506432389,0.753465369
Adgra1,1214.680585,0.0608905,0.091642746,0.664433388,0.50641297,0.753465369
Fam135a,1064.430386,-0.090844767,0.136674815,-0.664678179,0.506256353,0.753465369
Shpk,54.87106285,0.226671876,0.341090697,0.664550157,0.506338258,0.753465369
Opn3,67.82129283,0.191201791,0.28754091,0.664955086,0.506079221,0.753379687
Zfp930,200.2674389,-0.120272953,0.18083356,-0.665103056,0.50598458,0.753312129
Gyg,965.5370608,0.065031338,0.097748806,0.665290358,0.505864796,0.75320712
Kcnq3,5183.424635,-0.046743136,0.070244959,-0.665430461,0.505775207,0.753147054
Skp2,222.0150961,-0.124183008,0.186584053,-0.665560674,0.50569195,0.753096405
Mmadhc,835.0471628,0.065935473,0.099014802,0.665915312,0.505465233,0.752901946
Gm32618,94.94859518,0.161495252,0.242540029,0.665849891,0.505507052,0.752901946
Tha1,67.31136873,-0.213191661,0.319988814,-0.66624723,0.505253089,0.752736043
Pik3ip1,1080.565536,0.251054007,0.376662322,0.66652275,0.505077027,0.752693722
Irf2bpl,2612.797761,0.053523186,0.080292341,0.666603885,0.505025187,0.752689814
Cttnbp2nl,865.3486628,-0.067777524,0.101619855,-0.666971266,0.504790488,0.752413346
Dennd2a,877.0312641,0.071438375,0.107069153,0.667217149,0.504633438,0.752252576
Kcnv1,2375.335051,0.055610623,0.08333585,0.667307324,0.504575849,0.752240053
Dele1,582.652837,-0.074851813,0.112161275,-0.66735879,0.504542982,0.752240053
Ttc9b,1367.629798,-0.066644173,0.099831701,-0.667565236,0.504411155,0.752197554
Plekhh2,136.2892128,-0.156517772,0.234481442,-0.667506012,0.504448971,0.752197554
Habp4,3295.228784,0.05180473,0.07756378,0.667898472,0.504198403,0.751970565
Efs,160.0893728,0.142380381,0.213120955,0.668073119,0.50408692,0.751877623
Plxdc1,80.13204994,0.196810626,0.294546513,0.668181823,0.504017537,0.751847463
Tbc1d20,1349.883044,-0.056740502,0.084903092,-0.668297244,0.503943872,0.75181091
Fam131a,5528.573208,-0.071795179,0.107382664,-0.668591898,0.503755842,0.751734947
Elp4,462.0981978,0.084172549,0.125913979,0.668492488,0.503819276,0.751734947
Fzd2,183.4957663,0.127227008,0.190272315,0.668657489,0.503713991,0.751734947
Mir22hg,362.2248293,0.114992689,0.171929468,0.668836412,0.503599837,0.751664289
Zfp598,819.0445646,-0.07185632,0.107389768,-0.669117006,0.503420843,0.751592671
Gspt2,764.1166108,-0.074882812,0.111934351,-0.668988665,0.503502708,0.751592671
Dhx40,601.2417039,0.081374054,0.121570786,0.669355333,0.503268838,0.751463614
Prob1,152.9939436,0.153214354,0.22885361,0.669486291,0.503185323,0.751412278
Cab39l,403.605633,-0.085312249,0.127359429,-0.6698542,0.502950738,0.751135316
Rbm45,880.3823844,0.074081525,0.110520567,0.670296286,0.502668934,0.750787774
Gm49980,155.8611081,-0.127104533,0.189620642,-0.67030958,0.502660461,0.750787774
Itga1,112.3630872,-0.155903665,0.232577986,-0.670328555,0.502648368,0.750787774
Gpat4,2312.267124,-0.051918853,0.077419,-0.670621589,0.502461626,0.750698089
Nsmce4a,495.7492674,-0.079361269,0.118300267,-0.67084607,0.502318595,0.750557721
Gm12751,83.8675605,-0.175888104,0.262106738,-0.671055256,0.50218533,0.750431918
Gm4204,430.6014378,-0.090587069,0.134958835,-0.671219994,0.502080394,0.750348428
Tbc1d10b,1458.825669,-0.059231237,0.088209992,-0.671479901,0.501914859,0.750286722
Gm5113,859.7140364,-0.069964609,0.104212965,-0.671361847,0.501990044,0.750286722
Prmt9,577.601273,0.077156065,0.114915263,0.671417032,0.501954898,0.750286722
Pars2,211.2696224,-0.120074358,0.17881539,-0.671499016,0.501902686,0.750286722
Tmed10,2187.1217,0.053030758,0.07892126,0.671945145,0.501618619,0.750098126
Alkbh4,178.0968511,0.131801099,0.196131072,0.672005195,0.501580389,0.750098126
Atp5g3,4774.909988,-0.064013961,0.095208894,-0.672352744,0.501359159,0.749930127
Wnk3,829.2313836,0.087911078,0.130705389,0.672589545,0.501208455,0.74977804
Npc2,2094.566623,0.079023697,0.117408151,0.673068237,0.50090388,0.749395719
Nr4a2,183.9605246,-0.155150796,0.23049327,-0.673125059,0.500867732,0.749395719
Gm42547,183.2061713,-0.119576264,0.177611888,-0.673244714,0.500791619,0.749374386
Trmt10b,414.4128272,0.087871946,0.130453253,0.673589533,0.500572309,0.749252284
Ciart,105.7120177,0.155133336,0.230232981,0.673810224,0.500431974,0.749129422
Hnrnpk,8959.091252,-0.043392786,0.064382082,-0.673988538,0.500318601,0.749033027
Lyplal1,373.4518526,0.096293204,0.142837475,0.67414524,0.50021898,0.748957202
Etfbkmt,101.9047806,0.170007868,0.252076849,0.674428725,0.500038786,0.74880022
5033430I15Rik,74.09505392,0.197260092,0.292492861,0.674409939,0.500050726,0.74880022
Zfp418,65.43907168,-0.192862973,0.28596221,-0.674435175,0.500034686,0.74880022
6330403K07Rik,3772.619943,0.175750719,0.260452949,0.674788745,0.499809992,0.748784699
Dalrd3,655.3146955,-0.086062634,0.127524316,-0.67487234,0.499756875,0.748778475
Mpnd,1159.720683,0.064284652,0.095228345,0.67505796,0.499638942,0.748675126
Itpk1,1243.826798,0.059666465,0.088357406,0.675285384,0.499494468,0.748565183
Soga1,1147.4756,-0.074559207,0.110417105,-0.675250509,0.499516621,0.748565183
Guf1,807.0295843,0.079003417,0.116992476,0.675286306,0.499493883,0.748565183
A430033K04Rik,423.9244581,-0.089589714,0.132630931,-0.675481304,0.499370026,0.748565183
Snrk,2463.252828,-0.057484855,0.085078397,-0.67566923,0.499250676,0.748460013
Flrt1,880.4571181,0.084901511,0.125610474,0.675911082,0.499097101,0.748303134
4430402I18Rik,89.12968213,-0.178004891,0.263245904,-0.676192442,0.498918471,0.748108655
Afap1l2,152.6857796,-0.134895234,0.199419324,-0.676440131,0.498761245,0.748025714
Bbs10,116.6851019,-0.154053281,0.227763621,-0.676373515,0.498803528,0.748025714
Gm29666,61.35472917,-0.213604209,0.315815944,-0.676356633,0.498814244,0.748025714
Gak,2439.889223,-0.060300685,0.089109649,-0.67670209,0.49859499,0.747916938
Pon2,646.0357494,-0.076615089,0.113213674,-0.676729992,0.498577284,0.747916938
H2-DMa,422.086917,-0.08518593,0.125846189,-0.676905126,0.498466152,0.747916938
Elk3,236.8981386,-0.109620409,0.161989878,-0.676711472,0.498589036,0.747916938
Psmc6,2280.68307,0.06661865,0.098373069,0.677204137,0.498276443,0.747874746
Cln3,203.4353387,-0.133258437,0.196614359,-0.677765536,0.497920366,0.747418154
Srsf6,2331.024894,-0.062725937,0.092483733,-0.67823751,0.497621113,0.747042278
Ccnd2,4605.044675,-0.187361364,0.276173408,-0.678419278,0.497505889,0.747039592
Bag5,1072.177989,-0.062858551,0.092660669,-0.678373593,0.497534848,0.747039592
Zfr2,946.1515374,-0.068631845,0.101179545,-0.678317389,0.497570476,0.747039592
Zfyve16,374.8071626,0.092131629,0.135790242,0.678484904,0.497464292,0.747039592
Rtn4,14856.49554,0.048180048,0.070959662,0.678977987,0.49715181,0.746777589
Col6a3,147.7651282,0.152964679,0.22527359,0.679017364,0.49712686,0.746777589
Spryd4,143.0019781,-0.135356358,0.199302168,-0.679151462,0.497041898,0.746777589
Rpsa-ps7,83.06576675,0.181181932,0.26681523,0.679053934,0.497103689,0.746777589
Ccne1,225.4788835,0.139819912,0.205702066,0.679720502,0.496681452,0.746511002
Spats2,937.5994712,-0.075430038,0.110942035,-0.679904942,0.496564652,0.74640881
Cetn2,1026.721904,0.064683951,0.09511291,0.680075414,0.496456711,0.746319914
Slc37a3,1856.01811,0.057889026,0.0850845,0.680370993,0.496269583,0.74622722
Borcs7,464.7184631,-0.092423561,0.135809895,-0.680536278,0.496164959,0.74622722
Pcdha5,305.4493469,-0.094815453,0.139367479,-0.680326956,0.49629746,0.74622722
Shq1,207.1100769,0.116597749,0.171359929,0.680425986,0.496234772,0.74622722
Slc9a3r2,848.078339,0.066907358,0.098258297,0.680933413,0.495913624,0.74594345
Calhm5,57.41067931,-0.228441806,0.335395923,-0.681110862,0.495801345,0.745847921
Fbxw9,659.8963344,-0.074892721,0.10994273,-0.681197577,0.495746481,0.745838754
D17H6S53E,221.7499775,-0.126757015,0.186064914,-0.681251572,0.495712321,0.745838754
Efr3a,2393.470127,0.071279757,0.104608152,0.681397727,0.49561986,0.745794994
Emc3,1552.06983,-0.058265658,0.085493746,-0.681519529,0.495542814,0.745752436
Lrrtm1,2218.391717,0.061251089,0.089820601,0.681926953,0.495285141,0.745511384
Tnfaip3,151.4952867,-0.156077589,0.228807416,-0.682135187,0.495153473,0.74538656
Golph3l,456.6478512,0.093788042,0.137429437,0.682445071,0.494957565,0.745254473
Med20,308.5788006,0.100736025,0.14763079,0.682351055,0.495016997,0.745254473
Hnrnph1,5674.942222,0.054051533,0.079154286,0.682862998,0.494693417,0.745086708
Slc41a2,1055.223644,-0.065802404,0.096366382,-0.682835681,0.49471068,0.745086708
Arpin,299.6178506,-0.123639542,0.181011614,-0.683047561,0.494576789,0.745086708
Ap5b1,85.97154392,-0.172176881,0.251938655,-0.683407954,0.494349096,0.744908929
Zfp786,138.3340539,0.140423381,0.205398958,0.683661602,0.494188876,0.744740882
Dleu2,186.8566184,-0.122477956,0.179055385,-0.684022748,0.493960801,0.744470536
Thoc3,905.9990854,0.06671878,0.0975223,0.684138699,0.493887587,0.744460668
Zbtb43,768.9787985,-0.068246229,0.099759115,-0.684110212,0.493905574,0.744460668
Sec13,972.4093092,0.081942821,0.119739104,0.684344703,0.493757525,0.74438425
Med19,666.1159019,-0.085440706,0.124814257,-0.684542838,0.493632448,0.744269056
Alg6,248.9412681,-0.123470443,0.18036463,-0.684560175,0.493621505,0.744269056
Oxld1,80.9846254,-0.176931357,0.25837682,-0.6847803,0.493482568,0.744189816
Gm28151,81.99405592,-0.19568982,0.285730795,-0.684874796,0.493422931,0.744173263
Fbxl4,253.4807454,0.115778136,0.169016131,0.685012345,0.493336131,0.744115737
Vps26a,1569.658478,0.060059495,0.087648696,0.685229761,0.493198947,0.744055587
Zc3h14,2154.436108,0.052022368,0.075818833,0.686140457,0.492624541,0.743335679
Polr3h,1064.83748,0.06288689,0.091648809,0.686172472,0.492604355,0.743335679
Alkbh3,142.5155571,0.146879358,0.214024337,0.686274097,0.49254028,0.743335679
Il3ra,83.02134869,-0.177481616,0.258656612,-0.68616694,0.492607843,0.743335679
Kdelr1,1038.217931,-0.066086228,0.096226125,-0.686780518,0.492221048,0.743020086
Dnal1,3306.429675,-0.049871777,0.072592399,-0.687011008,0.492075792,0.742874144
Carm1,931.3757284,0.074681408,0.108656291,0.687317842,0.491882458,0.742808755
Stk35,877.4370418,-0.077451029,0.112704102,-0.687206834,0.491952398,0.742808755
Coro2a,518.8574052,-0.084557477,0.123040228,-0.687234398,0.491935031,0.742808755
Fzd7,273.9510202,-0.115000527,0.167277624,-0.687483023,0.491778396,0.742808755
Glis2,250.3515238,0.11508563,0.167480879,0.687156828,0.491983906,0.742808755
Trpc3,244.1158579,-0.112959343,0.164335353,-0.687370925,0.491849015,0.742808755
Trim71,144.6832587,0.135882406,0.197622348,0.687586234,0.49171338,0.742808755
Clec11a,133.0583432,0.148559588,0.216179684,0.687204206,0.491954054,0.742808755
Aoc2,65.2407709,0.207599994,0.30185456,0.68774841,0.491611229,0.742808755
Xab2,839.6197904,-0.068956363,0.100228489,-0.687991645,0.491458043,0.742785775
Prpsap2,902.6750376,0.072259421,0.105010989,0.688112942,0.491381661,0.742779454
Zfp771,849.460815,0.069973217,0.1016864,0.688127588,0.491372439,0.742779454
Trub2,461.9123341,-0.090417987,0.131386408,-0.688183716,0.491337097,0.742779454
Wasf2,295.5964294,0.125675245,0.182598651,0.688259441,0.491289418,0.742779454
Kyat3,90.00919909,-0.165248656,0.239992458,-0.688557706,0.491101644,0.742649802
Rnf20,1733.55086,0.057719168,0.083804791,0.688733505,0.490990987,0.742555891
Ncapd3,623.4943346,0.07674468,0.111372183,0.689083021,0.490771024,0.742555891
Rfx4,413.848999,0.13710854,0.199073281,0.688734016,0.490990666,0.742555891
Tnfaip8,175.7165897,-0.125779153,0.182570132,-0.688936091,0.490863486,0.742555891
Krt1,130.0042458,0.140724495,0.204289578,0.688848135,0.490918841,0.742555891
Gm9762,54.22792575,-0.218874327,0.317601045,-0.689148636,0.490729736,0.742555891
Wee1,359.8091735,-0.094518079,0.137096792,-0.689425898,0.490555291,0.742410892
Stk11ip,521.8798569,-0.087547182,0.126906208,-0.689857363,0.490283891,0.74214704
Pnisr,4195.047931,0.062600006,0.090702801,0.690166186,0.490089685,0.741999956
Cstf1,747.8573311,0.076328248,0.11056341,0.690357219,0.489969573,0.741891553
Resf1,327.4611673,-0.109761519,0.15896485,-0.690476666,0.489894479,0.741851299
Foxc1,54.35019601,-0.259653161,0.375919948,-0.690713972,0.489745307,0.74169885
2310061I04Rik,445.4867643,-0.09040929,0.130850851,-0.69093391,0.489607075,0.741562939
Iqcc,511.7930313,0.114639407,0.165782278,0.691505801,0.489247737,0.741165491
Mycn,537.6506082,0.083902039,0.121281876,0.691793708,0.489066889,0.740964923
Ube2ql1,5390.972826,0.051043725,0.073769179,0.691938368,0.488976034,0.740900673
Eftud2,2072.578867,0.061109723,0.088294325,0.692113822,0.488865852,0.740879837
Gdap2,784.9227712,0.072690116,0.105028023,0.692102107,0.488873208,0.740879837
Zmat1,351.0533172,-0.117176477,0.169260115,-0.692286407,0.488757485,0.740879837
Wdr90,281.2250001,-0.128978128,0.186320444,-0.692238198,0.488787754,0.740879837
Srrd,245.2369847,0.121785056,0.175980453,0.692037408,0.488913837,0.740879837
Rnf146,642.1936312,0.091280801,0.131817612,0.692478037,0.488637174,0.74082763
Zfp975,123.3361154,0.155422166,0.224436978,0.692498032,0.488624621,0.74082763
Dcaf12,1521.703499,-0.059269121,0.085518319,-0.693057595,0.488273408,0.740440055
Ptgs2,346.0482379,0.577807504,0.83362041,0.693130227,0.48822783,0.740440055
Cmtr2,133.1578992,0.140809363,0.203176504,0.693039597,0.488284702,0.740440055
Gm11273,80.06960888,0.174692085,0.25196133,0.693328953,0.488103138,0.740440055
Rab29,90.63589264,0.17105516,0.24663796,0.69354758,0.487965977,0.740323779
Csnk1g1,1123.384598,-0.063439739,0.091457384,-0.693653546,0.487899505,0.740296371
Sel1l3,807.8930727,-0.080646757,0.116257414,-0.693691305,0.48787582,0.740296371
Zkscan5,421.0654181,-0.088943427,0.128212959,-0.693716356,0.487860107,0.740296371
Pbx2,1013.361207,0.076722615,0.110543194,0.694051007,0.487650222,0.740211895
Ptges2,749.3565777,0.080164449,0.115498408,0.694074063,0.487635763,0.740211895
Ermp1,1400.596433,-0.057882242,0.08335348,-0.694419026,0.487419465,0.740081998
Nudt22,60.19893573,0.208877397,0.300697245,0.694643534,0.487278723,0.739941765
Pisd,369.3934604,0.091234843,0.131239325,0.695179152,0.486943036,0.739615556
Ap5s1,318.8978338,0.098546962,0.141781247,0.695063448,0.48701554,0.739615556
Aurkb,65.72332855,-0.247066678,0.355439589,-0.695101744,0.486991542,0.739615556
Epc2,1502.75563,-0.065045431,0.093480425,-0.695818733,0.486542356,0.739190568
Nek9,1204.378287,-0.067391112,0.096822015,-0.696030872,0.486409496,0.739118114
Stard4,1645.716964,0.212738674,0.305580679,0.696178418,0.486317102,0.739068611
Bscl2,1166.926719,-0.073616123,0.105740447,-0.696196441,0.486305816,0.739068611
Trmt1l,564.1398956,-0.079409643,0.114043227,-0.696311786,0.486233593,0.739068611
Nap1l5,7201.406383,-0.062761517,0.089996415,-0.697377973,0.485566283,0.738913496
Strbp,4555.261136,-0.046902298,0.067258929,-0.69733936,0.485590441,0.738913496
Bcan,2640.611174,0.151435507,0.217400783,0.69657296,0.486070083,0.738913496
Fam171a2,2336.120016,0.059638377,0.085495062,0.697565165,0.485449173,0.738913496
Erlin2,1629.556367,-0.068289608,0.097920616,-0.697397657,0.485553967,0.738913496
Smarcal1,1181.648883,-0.063135629,0.090516688,-0.697502636,0.48548829,0.738913496
N4bp2l2,1090.829569,-0.068002954,0.097616601,-0.69663308,0.486032448,0.738913496
Trip11,1071.943129,-0.06533955,0.093738326,-0.697042,0.48577651,0.738913496
Prune1,701.3354082,-0.07747621,0.111187576,-0.696806363,0.485923983,0.738913496
Nfkbia,661.3769965,0.092098351,0.132134269,0.697005794,0.485799168,0.738913496
Ell2,450.761812,0.089835957,0.128763818,0.697680129,0.485377258,0.738913496
Slc30a10,413.4267905,0.095977658,0.137516627,0.69793493,0.485217888,0.738913496
Nphp1,355.3336626,-0.091785711,0.131690149,-0.696982365,0.48581383,0.738913496
Fam222a,144.7560487,-0.161090695,0.231071221,-0.697147373,0.48571057,0.738913496
Cdca3,73.84414567,-0.231729689,0.332647371,-0.696622637,0.486038986,0.738913496
Ano5,57.12744516,0.212109277,0.303948233,0.69784672,0.485273058,0.738913496
Gm15506,54.4047882,-0.235963727,0.338719907,-0.696633774,0.486032014,0.738913496
Hrasls,53.09374769,-0.246254012,0.353063576,-0.697477815,0.485503819,0.738913496
Ltbp1,62.27676191,-0.207007479,0.296547958,-0.698057339,0.485141336,0.738897167
Ubtf,3816.535211,0.06519874,0.093360831,0.698352179,0.484956975,0.73879356
Pex5l,1597.730215,-0.061518314,0.0881044,-0.69824338,0.485025001,0.73879356
Aimp2,319.8234532,0.105321296,0.150808895,0.698375888,0.484942152,0.73879356
Fhdc1,78.06989567,-0.207885644,0.297640181,-0.698446167,0.484898213,0.73879356
Cacfd1,1256.079779,0.062639682,0.089639309,0.698797015,0.484678894,0.738634213
Ankrd34a,954.521947,0.069721256,0.099766868,0.698841785,0.484650912,0.738634213
Kpna2-ps,67.11055315,-0.227557193,0.325638882,-0.698802281,0.484675603,0.738634213
Slc25a27,800.826848,-0.080123461,0.114568025,-0.699352731,0.484331621,0.738360176
Zfp780b,462.6463034,-0.101066716,0.144522131,-0.699316539,0.484354233,0.738360176
Cdc42ep4,494.5016659,-0.091897553,0.131376756,-0.699496282,0.484241936,0.738336184
Morf4l1-ps1,155.7483755,0.135720712,0.193985595,0.699643249,0.484150126,0.738269805
Spcs3,1673.524709,0.071053465,0.101540737,0.699753292,0.484081389,0.7382386
Col3a1,172.9765142,-0.414626953,0.592292701,-0.700037249,0.483904042,0.738041739
Sqle,4359.33026,0.20720083,0.295893577,0.700254572,0.483768336,0.737908355
Ndufb9,526.5420689,0.095066021,0.135735847,0.7003752,0.48369302,0.737908355
P3h1,182.7427487,0.130200488,0.185924562,0.700286646,0.48374831,0.737908355
Prkab2,1074.296018,-0.06496824,0.092726734,-0.700641953,0.48352649,0.737908087
Mospd2,419.3267718,-0.106307087,0.151728265,-0.70064129,0.483526904,0.737908087
Rsph4a,220.7286194,0.121155754,0.172882274,0.700799166,0.483428359,0.73790497
Cdc42se2,6676.92956,0.048125609,0.068653897,0.700988755,0.483310033,0.737797997
Erp44,1083.177898,0.073054913,0.104183724,0.701212342,0.483170509,0.737732288
Atg4d,389.2486643,0.091452837,0.130386581,0.701397616,0.483054909,0.737629429
Mgat1,1220.840494,0.068200106,0.097165241,0.701898178,0.482742665,0.737279897
4732496C06Rik,70.8947595,-0.199981099,0.284900453,-0.701933243,0.482720796,0.737279897
Zfand2b,346.5126587,0.117355693,0.16713824,0.702147475,0.482587198,0.737209671
Wrap73,336.2306286,-0.111029791,0.158104577,-0.702255387,0.48251991,0.737180518
Clcn6,2349.102064,-0.056521718,0.080427871,-0.702762831,0.482203564,0.736770817
Dmtn,4391.218235,-0.053619829,0.076256118,-0.703154456,0.481959498,0.736675505
Stx8,378.4334967,0.09819954,0.139698283,0.702940206,0.482093013,0.736675505
Gdi2,4928.830519,0.058717403,0.083473281,0.703427518,0.481789363,0.73650587
Dnaja3,1328.84823,0.069263397,0.098438425,0.703621544,0.481668491,0.736463692
Smc6,1455.388574,0.060188284,0.085530311,0.703707065,0.48161522,0.736460509
Mthfd2,341.6178292,0.124157399,0.176403336,0.703826819,0.48154063,0.736420086
Tmem167,1807.875148,-0.064315617,0.091368425,-0.703915137,0.481485624,0.736409606
Gemin5,481.9841178,-0.0882384,0.125295882,-0.704240218,0.481283189,0.736173615
Ccdc92,825.6794784,-0.072092381,0.102353875,-0.704344422,0.481218309,0.736148004
Ankrd50,2072.715644,-0.063612318,0.090296444,-0.704483091,0.481131977,0.736089568
Khdc4,947.1784952,-0.067429586,0.095711675,-0.70450743,0.481116824,0.736089568
Ubr3,6267.732641,-0.056031388,0.079481104,-0.704964894,0.480832083,0.735777972
Disp3,458.6660349,-0.087280532,0.123801944,-0.705001305,0.480809424,0.735777972
Ntm,6912.47363,0.051560695,0.073115886,0.705191412,0.480691125,0.735727972
Smndc1,728.5806116,-0.073532901,0.104276543,-0.705172021,0.480703191,0.735727972
Map2k1,5831.249173,0.051647304,0.073216432,0.705405912,0.480557666,0.735652491
Bcl2l2,2545.113452,0.061569614,0.087225199,0.705869576,0.480269249,0.735652491
Mrpl47,392.3462095,-0.101948405,0.144515532,-0.705449467,0.480530569,0.735652491
AC115117.1,55.17878558,0.235258571,0.333440437,0.705549012,0.480468642,0.735652491
Katnbl1,258.8492487,-0.108246796,0.15333551,-0.705947341,0.480220886,0.73565241
Rad9b,148.8198586,0.137171443,0.194234987,0.706213877,0.480055142,0.735545866
Zfp809,165.4345241,0.130995169,0.185461986,0.706318166,0.479990299,0.735520205
Pkia,5396.032383,-0.047124776,0.066699712,-0.706521439,0.479863925,0.735466183
Mad2l1,405.4730362,0.092567735,0.131031841,0.706452224,0.479906953,0.735466183
Snap47,7007.314261,0.049683152,0.070311741,0.706612458,0.479807345,0.735460933
Pdp1,2555.498189,-0.061525843,0.087045925,-0.70682049,0.47967804,0.735460933
Zfp24,1254.904692,-0.059681955,0.08445866,-0.70664103,0.479789585,0.735460933
Cckbr,1120.813392,-0.070768876,0.100116884,-0.70686255,0.479651899,0.735460933
Pitrm1,759.780606,-0.07361671,0.104053505,-0.707489004,0.479262644,0.735215529
Hnrnpa2b1,11742.56878,0.054854436,0.077520729,0.707609911,0.479187536,0.735174057
Arhgef19,285.4812317,-0.111993818,0.158230628,-0.707788499,0.47907661,0.735124964
Ccdc87,73.92078961,0.200106585,0.282628244,0.70802048,0.478932539,0.735077813
Dmpk,245.0880237,-0.119049596,0.168041573,-0.708453237,0.478663842,0.734739149
Nkain2,2164.199918,0.060514975,0.085399858,0.708607441,0.478568117,0.734665953
Dbx2,149.6641017,0.141815106,0.200118635,0.708655173,0.478538489,0.734665953
U2af2,3619.611927,0.066760947,0.094192662,0.708770145,0.478467127,0.734658412
Fbxo22,670.81947,0.07281327,0.102685472,0.709090278,0.478268456,0.734497451
Zfp964,87.84061614,0.189414655,0.267151284,0.70901645,0.478314269,0.734497451
Ier3ip1,532.6838943,-0.086948823,0.12258069,-0.709319083,0.478126489,0.734430333
Etv4,426.6830244,0.116270596,0.163915277,0.709333497,0.478117546,0.734430333
Plcd3,106.6125302,0.198961819,0.280391089,0.709586811,0.477960401,0.734322726
Actr2,9799.13867,0.050413746,0.071036879,0.70968414,0.47790003,0.734303743
Ina,3165.825474,0.058433761,0.082312033,0.709905451,0.47776277,0.734303743
Iffo2,529.2800207,0.089356992,0.125909653,0.709691355,0.477895554,0.734303743
Tasp1,580.39573,-0.087407323,0.122998343,-0.71063822,0.477308453,0.733763386
G3bp1,2296.979183,-0.062824004,0.088356634,-0.711027589,0.47706714,0.733564046
Lamtor1,1205.731201,-0.068455159,0.096265518,-0.711107784,0.477017446,0.733564046
Armc10,471.8602828,-0.086392167,0.12151402,-0.7109646,0.477106173,0.733564046
Pop1,186.5106392,-0.135218599,0.190113893,-0.711250485,0.476929029,0.733564046
Dnah1,110.9308723,0.164597562,0.231387132,0.711351405,0.476866504,0.733564046
Gpt2,1143.760626,-0.0758765,0.10662847,-0.711597009,0.476714359,0.733453115
Prune2,697.5914864,-0.093204444,0.13092567,-0.711888239,0.476533986,0.733453115
Hibch,275.7030427,-0.107858949,0.15157603,-0.711583152,0.476722943,0.733453115
Rrp15,253.1344457,0.112746498,0.158373478,0.711902646,0.476525064,0.733453115
Nmral1,155.0088792,0.141512158,0.198847541,0.711661598,0.476674353,0.733453115
Spop,3511.154861,0.061257108,0.085983229,0.71243089,0.476197993,0.733159102
Sdc4,590.437076,0.092798862,0.130189959,0.712795845,0.475972097,0.733159102
Elmod2,584.1497479,0.07800131,0.109497614,0.712356254,0.476244198,0.733159102
Dnaja4,457.666958,0.099956416,0.140304638,0.712424177,0.476202149,0.733159102
Ebf4,277.4351377,0.116622627,0.163594549,0.712875994,0.475922495,0.733159102
Apcdd1,211.6280984,0.127552556,0.17898117,0.712659079,0.476056744,0.733159102
Dpp7,194.8550986,-0.154740903,0.217138356,-0.712637353,0.476070191,0.733159102
Papola,3042.284405,-0.050736397,0.071059502,-0.713998773,0.475227938,0.732863688
Gabrg3,1278.83689,-0.068169396,0.095539816,-0.713518181,0.475525167,0.732863688
Lman2l,1098.546917,0.078407816,0.109871021,0.713635092,0.475452852,0.732863688
Ubl7,998.1906416,0.068729329,0.096317078,0.713573654,0.475490853,0.732863688
Pdgfb,789.1423614,0.07584427,0.106271278,0.713685491,0.47542168,0.732863688
Vps37b,539.2621164,0.093881996,0.131512529,0.713863518,0.475311578,0.732863688
Rell1,122.244682,-0.15904452,0.222735665,-0.714050529,0.475195935,0.732863688
2700097O09Rik,95.61044944,-0.169085294,0.236820623,-0.713980448,0.47523927,0.732863688
4833445I07Rik,54.59064299,-0.228158321,0.319728772,-0.71359959,0.475474811,0.732863688
Mir3064,83.48149186,0.185583651,0.25982668,0.71425941,0.475066787,0.732821905
Selenos,1003.962802,0.074455942,0.104225705,0.714372164,0.47499708,0.732788293
Grm4,686.8229754,-0.081143799,0.113567408,-0.714498992,0.474918679,0.73274423
Triqk,123.6851144,-0.196369691,0.274836702,-0.714495877,0.474920605,0.73274423
Bard1,51.53585876,0.255310231,0.357245932,0.714662389,0.474817683,0.732733282
Trappc4,792.6107539,0.072365666,0.101237691,0.714809525,0.474726749,0.732666885
Capza2,5333.708611,-0.060459654,0.084521846,-0.71531393,0.474415083,0.732441989
Map4k5,1183.543448,-0.070034281,0.097911989,-0.715277892,0.474437347,0.732441989
Sf3b1,6350.270491,-0.050010235,0.069900521,-0.715448669,0.474331848,0.732426995
Arpc5,6315.201743,0.052760373,0.073731904,0.71557047,0.474256613,0.73238477
Rapgef6,688.5449906,-0.082907888,0.115844996,-0.715679497,0.474189273,0.732354732
Btbd17,150.2834099,0.203767916,0.284683128,0.715770962,0.474132785,0.732341449
Ppa1,1872.999205,0.066282199,0.092563759,0.716070731,0.473947676,0.73227741
Rxrb,1429.158937,0.074008976,0.103350051,0.716100042,0.473929578,0.73227741
Rbmx,1151.470886,0.071141587,0.099344226,0.716111944,0.473922229,0.73227741
Gm48796,92.26824107,0.182000608,0.254160348,0.716085767,0.473938392,0.73227741
Zc3h10,189.2905386,0.132147677,0.184298917,0.717029048,0.473356173,0.731807113
Cep97,431.5292664,-0.094841224,0.132134109,-0.717764888,0.472902266,0.73117929
Mepce,995.5335754,0.079783183,0.111117113,0.718009862,0.472751206,0.731019636
Kctd20,2003.409048,-0.057073062,0.079382483,-0.718962919,0.472163767,0.730513715
Slc49a4,1774.295832,-0.058115737,0.080871518,-0.718618098,0.472376259,0.730513715
Smg5,1632.943011,0.060399098,0.084033816,0.718747543,0.472296484,0.730513715
Afg3l1,1040.013795,0.072025112,0.100207952,0.718756453,0.472290994,0.730513715
